GAME_TITLE,CONSOLE_NUM,DATE_FIRST_RELEASED,GAME_SERIES,ID,CUSTOM,CUSTOM_NAME,REMAKE_RMSTR_RRLSE,REMAKE_RMSTR_RRLSE NAME,REGION,DIRECT_SEQUEL
Mario Golf: World Tour,11,,,00919,,,,,,
Mario Hoops 3-on-3,07,,,00920,,,,,,
Mario is Missing!,02,,,00921,,,,,,
Mario Kart 64,03,199612,MARIO_KART,00922,,,,,,
Mario Kart 7,11,201112,MARIO_KART,00923,,,,,,
Mario Kart DS,07,200511,MARIO_KART,00924,,,,,,
Mario Kart Wii,05,200804,MARIO_KART,00925,,,,,,
Mario Kart: Double Dash,04,200311,MARIO_KART,00926,,,,,,
Mario Kart: Super Circuit,08,200107,MARIO_KART,00927,,,,,,
Mario Kart 8 Deluxe,17,201704,MARIO_KART,00928,,,RERELEASE,Mario Kart 8,,
Mario Kart 8,18,201405,MARIO_KART,00929,,,,,,
Mario no Photopi,03,,,00930,,,,,,
Mario no Super Picross,02,,,00931,,,,,,
Mario Paint,02,,,00932,,,,,,
Mario Party,03,199812,MARIO_PARTY,00933,,,,,,
Mario Party 2,03,199912,MARIO_PARTY,00934,,,,,,
Mario Party 3,03,200012,MARIO_PARTY,00935,,,,,,
Mario Party 4,04,200210,MARIO_PARTY,00936,,,,,,
Mario Party 5,04,200311,MARIO_PARTY,00937,,,,,,
Mario Party 6,04,200411,MARIO_PARTY,00938,,,,,,
Mario Party 7,04,200511,MARIO_PARTY,00939,,,,,,
Mario Party 8,05,200705,MARIO_PARTY,00940,,,,,,
Mario Party 9,05,201203,MARIO_PARTY,00941,,,,,,
Mario Party 10,18,201503,MARIO_PARTY,00942,,,,,,
Mario Party Advance,08,200501,MARIO_PARTY,00943,,,,,,
Mario Party DS,07,200711,MARIO_PARTY,00944,,,,,,
Mario Party: Island Tour,11,201311,MARIO_PARTY,00945,,,,,,
Mario Party: Star Rush,11,201610,MARIO_PARTY,00946,,,,,,
Mario Party: The Top 100,11,201711,MARIO_PARTY,00947,,,,,,
Super Mario Party,17,201810,MARIO_PARTY,00948,,,,,,
Mario Party Superstars,17,202110,MARIO_PARTY,00949,,,,,,
Mario Pinball Land,08,,,00950,,,,,,
Mario Power Tennis,04,,,00951,,,,,,
Mario Sports Mix,05,,,00952,,,,,,
Mario Sports Superstars,11,,,00953,,,,,,
Mario Strikers Charged,05,,,00954,,,,,,
Mario Super Sluggers,05,,,00955,,,,,,
Mario Superstar Baseball,04,,,00956,,,,,,
Mario Tennis,03,,,00957,,,,,,
Mario Tennis,10,,,00958,,,,,,
Mario Tennis Open,11,,,00959,,,,,,
Mario Tennis: Power Tour,08,,,00960,,,,,,
Mario vs. Donkey Kong,08,200405,MARIO_VS_DONKEY_KONG,00961,,,,,,
Mario vs. Donkey Kong 2: March of the Minis,07,,MARIO_VS_DONKEY_KONG,00962,,,,,,
Mario vs. Donkey Kong: Mini-Land Mayhem!,07,,MARIO_VS_DONKEY_KONG,00963,,,,,,
Mario vs. Donkey Kong: Tipping Stars,11,,MARIO_VS_DONKEY_KONG,00964,,,,,,
Mario's Early Years! Fun with Letters,02,,,00965,,,,,,
Mario's Early Years! Fun with Numbers,02,,,00966,,,,,,
Mario's Early Years! Preschool Fun,02,,,00967,,,,,,
Mario's Picross,09,,,00968,,,,,,
Mario's Tennis,06,,,00969,,,,,,
Mario's Time Machine,02,,,00970,,,,,,
Max Payne,08,,,00971,,,,,,
MediEvil,12,,,00972,,,,,,
MediEvil 2,12,,,00973,,,,,,
Mega Man,01,198712,,00974,,,,,,
Mega Man & Bass,08,,,00975,,,,,,
Mega Man 2,01,198812,,00976,,,,,,
Mega Man 3,01,199009,,00977,,,,,,
Mega Man 4,01,199112,,00978,,,,,,
Mega Man 5,01,199212,,00979,,,,,,
Mega Man 6,01,199311,,00980,,,,,,
Mega Man 64,03,,,00981,,,,,,
Mega Man 7,02,,,00982,,,,,,
Mega Man 8,12,,,00983,,,,,,
Mega Man Anniversary Collection,04,,,00984,,,,,,
Mega Man Battle Chip Challenge,08,,,00985,,,,,,
Mega Man Battle Network,08,,,00986,,,,,,
Mega Man Battle Network 2,08,,,00987,,,,,,
Mega Man Battle Network 3: Blue,08,,,00988,,,,,,
Mega Man Battle Network 3: White,08,,,00989,,,,,,
Mega Man Battle Network 4: Blue Moon,08,,,00990,,,,,,
Mega Man Battle Network 4: Red Sun,08,,,00991,,,,,,
Mega Man Battle Network 5: Double Team DS,07,,,00992,,,,,,
Mega Man Battle Network 5: Team Colonel,08,,,00993,,,,,,
Mega Man Battle Network 5: Team Protoman,08,,,00994,,,,,,
Mega Man Battle Network 6: Cybeast Falzar,08,,,00995,,,,,,
Mega Man Battle Network 6: Cybeast Gregar,08,,,00996,,,,,,
Mega Man II,09,,,00997,,,,,,
Mega Man III,09,,,00998,,,,,,
Mega Man IV,09,,,00999,,,,,,
Mega Man Legacy Collection,11,,,01000,,,,,,
Mega Man Legends,12,,,01001,,,,,,
Mega Man Legends 2,12,,,01002,,,,,,
Mega Man Network Transmission,04,,,01003,,,,,,
Mega Man Soccer,02,,,01004,,,,,,
Mega Man Star Force 2: Zerker x Ninja,07,,,01005,,,,,,
Mega Man Star Force 2: Zerker x Saurian,07,,,01006,,,,,,
Mega Man Star Force 3: Black Ace,07,,,01007,,,,,,
Mega Man Star Force 3: Red Joker,07,,,01008,,,,,,
Mega Man Star Force: Dragon,07,,,01009,,,,,,
Mega Man Star Force: Leo,07,,,01010,,,,,,
Mega Man Star Force: Pegasus,07,,,01011,,,,,,
Mega Man V,09,,,01012,,,,,,
Mega Man X,02,,,01013,,,,,,
Mega Man X Collection,04,,,01014,,,,,,
Mega Man X: Command Mission,04,,,01015,,,,,,
Mega Man X2,02,,,01016,,,,,,
Mega Man X3,02,,,01017,,,,,,
Mega Man X3,12,,,01018,,,,,,
Mega Man X4,12,,,01019,,,,,,
Mega Man X5,12,,,01020,,,,,,
Mega Man X6,12,,,01021,,,,,,
Mega Man Xtreme,10,,,01022,,,,,,
Mega Man Xtreme 2,10,,,01023,,,,,,
Mega Man Zero,08,,,01024,,,,,,
Mega Man Zero 2,08,,,01025,,,,,,
Mega Man Zero 3,08,,,01026,,,,,,
Mega Man Zero 4,08,,,01027,,,,,,
Mega Man Zero Collection,07,,,01028,,,,,,
Mega Man ZX,07,,,01029,,,,,,
Mega Man ZX Advent,07,,,01030,,,,,,
Mega Man: Battle & Chase,12,,,01031,,,,,,
Mega Man: Dr. Wily's Revenge,09,,,01032,,,,,,
Metal Combat: Falcon's Revenge,02,199312,BATTLE_CLASH,01033,,,,,,
Metal Gear,01,,,01034,,,,,,
Metal Gear Solid,10,,,01035,,,,,,
Metal Gear Solid,12,,,01036,,,,,,
Metal Gear Solid: Integral,12,,,01037,,,,,,
Metal Gear Solid: Snake Eater 3D,11,,,01038,,,,,,
Metal Gear Solid: The Twin Snakes,04,,,01039,,,,,,
Metal Gear Solid: VR Missions,12,,,01040,,,,,,
Metal Slug 7,07,,,01041,,,,,,
Metal Slug Advance,08,,,01042,,,,,,
Metal Slug Anthology,05,,,01043,,,,,,
Metal Slug X,12,,,01044,,,,,,
Meteos,07,,,01045,,,,,,
Metroid,01,,METROID,01046,,,,,,
Metroid Dread,17,,METROID,01047,,,,,,
Metroid Fusion,08,,METROID,01048,,,,,,
Metroid II: Return of Samus,09,,METROID,01049,,,,,,
Metroid Prime,04,,METROID,01050,,,,,,
Metroid Prime 2: Echoes,04,,METROID,01051,,,,,,
Metroid Prime 3: Corruption,05,,METROID,01052,,,,,,
Metroid Prime Hunters,07,,METROID,01053,,,,,,
Metroid Prime Pinball,07,,METROID,01054,,,,,,
Metroid Prime: Federation Force,11,,METROID,01055,,,,,,
Metroid: Other M,05,,METROID,01056,,,,,,
Metroid: Samus Returns,11,,METROID,01057,,,,,,
Metroid: Zero Mission,08,,METROID,01058,,,,,,
Mighty Final Fight,01,,,01059,,,,,,
Mighty Gunvolt,11,,,01060,,,,,,
Mighty Gunvolt Burst,11,,,01061,,,,,,
Mighty Switch Force!,11,,,01062,,,,,,
Mighty Switch Force! 2,11,,,01063,,,,,,
Miitopia,11,,,01064,,,,,,
Minecraft,11,,,01065,,,,,,
Mini Mario & Friends: Amiibo Challenge,11,,,01066,,,,,,
Mischief Makers,03,,,01067,,,,,,
Missile Command,09,,,01068,,,,,,
Mobile Golf,10,,,01069,,,,,,
Mole Mania,09,,,01070,,,,,,
Monster Hunter,13,,MONSTER_HUNTER,01071,,,,,,
Monster Hunter 2,13,,MONSTER_HUNTER,01072,,,,,,
Monster Hunter 3 Ultimate,11,,MONSTER_HUNTER,01073,,,,,,
Monster Hunter 3 Ultimate,18,,MONSTER_HUNTER,01074,,,,,,
Monster Hunter 4,11,,MONSTER_HUNTER,01075,,,,,,
Monster Hunter 4 Ultimate,11,,MONSTER_HUNTER,01076,,,,,,
Monster Hunter Freedom,19,,MONSTER_HUNTER,01077,,,,,,
Monster Hunter Freedom 2,19,,MONSTER_HUNTER,01078,,,,,,
Monster Hunter Freedom Unite,19,,MONSTER_HUNTER,01079,,,,,,
Monster Hunter G,05,,MONSTER_HUNTER,01080,,,,,,
Monster Hunter Generations,11,,MONSTER_HUNTER,01081,,,,,,
Monster Hunter Generations Ultimate,17,,MONSTER_HUNTER,01082,,,,,,
Monster Hunter Portable 3rd,14,,MONSTER_HUNTER,01083,,,,,,
Monster Hunter Portable 3rd,19,,MONSTER_HUNTER,01084,,,,,,
Monster Hunter Rise,17,,MONSTER_HUNTER,01085,,,,,,
Monster Hunter Rise,32,,MONSTER_HUNTER,01086,,,,,,
Monster Hunter Stories,11,,MONSTER_HUNTER,01087,,,,,,
Monster Hunter Stories 2: Wings of Ruin,17,,MONSTER_HUNTER,01088,,,,,,
Monster Hunter Stories 2: Wings of Ruin,32,,MONSTER_HUNTER,01089,,,,,,
Monster Hunter Tri,05,,MONSTER_HUNTER,01090,,,,,,
Monster Hunter World,15,,MONSTER_HUNTER,01091,,,,,,
Monster Hunter World,32,,MONSTER_HUNTER,01092,,,,,,
Monster Hunter World,40,,MONSTER_HUNTER,01093,,,,,,
Mortal Kombat,02,,,01094,,,,,,
Mortal Kombat,09,,,01095,,,,,,
Mortal Kombat 3,02,,,01096,,,,,,
Mortal Kombat 3,09,,,01097,,,,,,
Mortal Kombat 3,12,,,01098,,,,,,
Mortal Kombat 4,03,,,01099,,,,,,
Mortal Kombat 4,10,,,01100,,,,,,
Mortal Kombat Advance,08,,,01101,,,,,,
Mortal Kombat II,02,,,01102,,,,,,
Mortal Kombat II,09,,,01103,,,,,,
Mortal Kombat Mythologies: Sub-Zero,03,,,01104,,,,,,
Mortal Kombat Trilogy,03,,,01105,,,,,,
Mortal Kombat: Armageddon,05,,,01106,,,,,,
Mortal Kombat: Deadly Alliance,04,,,01107,,,,,,
Mortal Kombat: Deadly Alliance,08,,,01108,,,,,,
Mortal Kombat: Deception,04,,,01109,,,,,,
Mother,01,198907,MOTHER,02205,,,,,,
Mother 1 + 2,08,200306,MOTHER,01110,,,RERELEASE,02205,,
Mother 3,08,200604,MOTHER,01111,,,,,,
Mr. Driller,10,,,01112,,,,,,
Mr. Driller 2,08,,,01113,,,,,,
Mr. Driller Drill Spirits,07,,,01114,,,,,,
Ms. Pac-Man,02,,,01115,,,,,,
Ms. Pac-Man,09,,,01116,,,,,,
Ms. Pac-Man Maze Madness,03,,,01117,,,,,,
Ms. Pac-Man Maze Madness,08,,,01118,,,,,,
Ms. Pac-Man Maze Madness,12,,,01119,,,,,,
Ms. Pac-Man: Special Color Edition,10,,,01120,,,,,,
Muramasa: The Demon Blade,05,,,01121,,,,,,
Mutant Mudds,11,,,01122,,,,,,
Mutant Mudds: Super Challenge,11,,,01123,,,,,,
My Nintendo Picross: The Legend of Zelda: Twilight Princess,11,,ZELDA,01124,,,,,,
My Pokemon Ranch,50,200803,POKEMON,01125,,,,,,
Mystery Case Files: Dire Grove,11,,,01126,,,,,,
Mystery Case Files: MillionHeir,07,,,01127,,,,,,
Mystery Case Files: Prime Suspects,07,,,01128,,,,,,
Mystery Case Files: Ravenhearst,07,,,01129,,,,,,
Mystery Case Files: Ravenhearst,11,,,01130,,,,,,
Mystery Case Files: Return to Ravenhearst,11,,,01131,,,,,,
Mystery Case Files: The Malgrave Incident,05,,,01132,,,,,,
Mystery Dungeon: Shiren the Wanderer,07,,,01133,,,,,,
Mystical Ninja 2 Starring Goemon,03,,,01134,,,,,,
Mystical Ninja Starring Goemon,03,,,01135,,,,,,
Mystical Ninja Starring Goemon,09,,,01136,,,,,,
Namco Museum,04,,,01137,,,,,,
Namco Museum DS,07,,,01138,,,,,,
Name,Console,Date,,01139,,,,,,
Nemesis,09,,,01140,,,,,,
NES Open Tournament Golf,01,,,01141,,,,,,
NES Play Action Football,01,,,01142,,,,,,
Nester's Funky Bowling,06,,,01143,,,,,,
New Pokemon Snap,17,202104,POKEMON,01144,,,,,,
New Play Control! Chibi-Robo!,05,200906,CHIBI_ROBO,01145,,,REMASTER,Chibi-Robo!,,
New Play Control! Donkey Kong Jungle Beat,05,200812,DONKEY_KONG_COUNTRY,01146,,,,,,
New Play Control! Mario Power Tennis,05,,,01147,,,,,,
New Play Control! Metroid Prime,05,,METROID,01148,,,,,,
New Play Control! Metroid Prime 2,05,,METROID,01149,,,,,,
New Play Control! Pikmin,05,,,01150,,,,,,
New Play Control! Pikmin 2,05,,,01151,,,,,,
New Super Luigi U,18,,MARIO_SUPER,01152,,,,,,
New Super Mario Bros.,07,,MARIO_SUPER,01153,,,,,,
New Super Mario Bros. 2,11,,MARIO_SUPER,01154,,,,,,
New Super Mario Bros. U,18,,MARIO_SUPER,01155,,,,,,
New Super Mario Bros. U Deluxe,17,,MARIO_SUPER,01156,,,,,,
New Super Mario Bros. Wii,05,,MARIO_SUPER,01157,,,,,,
Newer Super Mario Bros. Wii,05,201306,MARIO_HACKS,01158,HACK,1157,,,,
Newer Super Mario Bros. DS,07,201712,MARIO_HACKS,01159,HACK,1153,,,,
Nights: Journey of Dreams,05,,,01160,,,,,,
NightSky,11,,,01161,,,,,,
Nine Hours Nine Persons Nine Doors,07,,,01162,,,,,,
Ninja Five-O,08,,,01163,,,,,,
Ninja Gaiden,01,,,01164,,,,,,
Ninja Gaiden Dragon Sword,07,,,01165,,,,,,
Ninja Gaiden II: The Dark Sword of Chaos,01,,,01166,,,,,,
Ninja Gaiden III: The Ancient Ship of Doom,01,,,01167,,,,,,
Ninja Gaiden Shadow,09,,,01168,,,,,,
Ninja Gaiden Trilogy,02,,,01169,,,,,,
Ninjabread Man,05,,,01170,,,,,,
Nintendo Campus Challenge 1992,02,,,01171,,,,,,
Nintendo PowerFest '94,02,,,01172,,,,,,
Nintendo Puzzle Collection,04,,,01173,,,,,,
Nintendo World Cup,01,,,01174,,,,,,
Nintendo World Cup,09,,,01175,,,,,,
Nintendogs + Cats: French Bulldog & New Friends,11,,,01176,,,,,,
Nintendogs + Cats: Golden Retriever & New Friends,11,,,01177,,,,,,
Nintendogs + Cats: Toy Poodle & New Friends,11,,,01178,,,,,,
Nintendogs: Best Friends,07,,,01179,,,,,,
Nintendogs: Chihuahua and Friends,07,,,01180,,,,,,
Nintendogs: Dachshund and Friends,07,,,01181,,,,,,
Nintendogs: Dalmatian and Friends,07,,,01182,,,,,,
Nintendogs: Lab and Friends,07,,,01183,,,,,,
No More Heroes,05,,,01184,,,,,,
No More Heroes 2: Desperate Struggle,05,,,01185,,,,,,
Odama,04,,,01186,,,,,,
Oddworld Adventures,09,,,01187,,,,,,
Oddworld: Abe's Exoddus,12,,,01188,,,,,,
Oddworld: Abe's Oddysee,12,,,01189,,,,,,
Oddworld: Munch's Oddysee,08,,,01190,,,,,,
Ogre Battle 64: Person of Lordly Caliber,03,,OGRE,01191,,,,,,
Ogre Battle Gaiden: Prince of Zenobia,49,,OGRE,01192,,,,,,
Ogre Battle: The March of the Black Queen,02,,OGRE,01193,,,,,,
Ogre Battle: The March of the Black Queen,12,,OGRE,01194,,,,,,
Ogre Battle: The March of the Black Queen,25,,OGRE,01195,,,,,,
Okaeri! Chibi-Robo! Happy Richie Oosouji!,07,200907,CHIBI_ROBO,01196,,,,,,
Okami,05,,,01197,,,,,,
Okamiden,07,,,01198,,,,,,
Onimusha Tactics,08,,,01199,,,,,,
Operation C,09,,,01200,,,,,,
P.N.03,04,,,01201,,,,,,
Pac 'n Roll,07,,,01202,,,,,,
Pac-Attack,02,,,01203,,,,,,
Pac-Attack,09,,,01204,,,,,,
Pac-In-Time,02,,,01205,,,,,,
Pac-In-Time,09,,,01206,,,,,,
Pac-Man,01,,,01207,,,,,,
Pac-Man,09,,,01208,,,,,,
Pac-Man & Galaga Dimensions,11,,,01209,,,,,,
Pac-Man 2: The New Adventures,02,,,01210,,,,,,
Pac-Man and the Ghostly Adventures,11,,,01211,,,,,,
Pac-Man and the Ghostly Adventures 2,11,,,01212,,,,,,
Pac-Man Collection,08,,,01213,,,,,,
Pac-Man Fever,04,,,01214,,,,,,
Pac-Man Party,05,,,01215,,,,,,
Pac-Man Party 3D,11,,,01216,,,,,,
Pac-Man Pinball Advance,08,,,01217,,,,,,
Pac-Man Vs.,04,,,01218,,,,,,
Pac-Man World,08,,,01219,,,,,,
Pac-Man World,12,,,01220,,,,,,
Pac-Man World 2,04,,,01221,,,,,,
Pac-Man World 2,08,,,01222,,,,,,
Pac-Man World 3,04,,,01223,,,,,,
Pac-Man World 3,07,,,01224,,,,,,
Pac-Man World Rally,04,,,01225,,,,,,
Pac-Man: Special Color Edition,10,,,01226,,,,,,
Pac-Pix,07,,,01227,,,,,,
Pandora's Tower,05,,,01228,,,,,,
Panic Bomber,06,,,01229,,,,,,
Paper Mario,03,,,01230,,,,,,
Paper Mario: Sticker Star,11,,,01231,,,,,,
Paper Mario: The Thousand-Year Door,04,,,01232,,,,,,
PaRappa the Rapper,12,,,01233,,,,,,
Parasite Eve,12,,,01234,,,,,,
Parasite Eve II,12,,,01235,,,,,,
Perfect Dark,03,,,01236,,,,,,
Perfect Dark,10,,,01237,,,,,,
Persona,12,199609,PERSONA,01238,,,,,,
Persona 2: Eternal Punishment,12,200006,PERSONA,01239,,,,,,
Persona 2: Eternal Punishment,19,201205,PERSONA,01240,,,,,,
Persona 2: Innocent Sin,12,199906,PERSONA,01241,,,,,,
Persona 2: Innocent Sin,19,201104,PERSONA,01242,,,,,,
Persona 3,13,200607,PERSONA,01243,,,,,,
Persona 3 FES,13,200704,PERSONA,01244,,,,,,
Persona 3 Portable,19,200911,PERSONA,01245,,,,,,
Persona 3 Portable,32,202301,PERSONA,01246,,,,,,
Persona 3 Portable,17,202301,PERSONA,01247,,,,,,
Persona 3 Portable,15,202301,PERSONA,01248,,,,,,
Persona 3 Portable,40,202301,PERSONA,01249,,,,,,
Persona 3 Portable,42,202301,PERSONA,01250,,,,,,
Persona 3: Dancing in Moonlight,15,201805,PERSONA,01251,,,,,,
Persona 3: Dancing in Moonlight,20,201805,PERSONA,01252,,,,,,
Persona 4,13,200807,PERSONA,01253,,,,,,
Persona 4 Arena Ultimax,14,201408,PERSONA,01254,,,,,,
Persona 4 Arena Ultimax,37,201409,PERSONA,01255,,,,,,
Persona 4 Arena Ultimax,17,202203,PERSONA,01256,,,,,,
Persona 4 Arena Ultimax,15,202203,PERSONA,01257,,,,,,
Persona 4 Arena Ultimax,32,202203,PERSONA,01258,,,,,,
Persona 4 Golden,20,201206,PERSONA,01259,,,,,,
Persona 4 Golden,32,202006,PERSONA,01260,,,,,,
Persona 4 Golden,17,202301,PERSONA,01261,,,,,,
Persona 4 Golden,40,202301,PERSONA,01262,,,,,,
Persona 4 Golden,42,202301,PERSONA,01263,,,,,,
Persona 4 Golden,15,202301,PERSONA,01264,,,,,,
Persona 4: Dancing All Night,15,201805,PERSONA,01265,,,,,,
Persona 4: Dancing All Night,20,201506,PERSONA,01266,,,,,,
Persona 5,14,201609,PERSONA,01267,,,,,,
Persona 5,15,201609,PERSONA,01268,,,,,,
Persona 5 Royal,15,201910,PERSONA,01269,,,REMASTER,1267,,
Persona 5 Royal,32,202210,PERSONA,01270,,,REMASTER,1267,,
Persona 5 Royal,17,202210,PERSONA,01271,,,REMASTER,1267,,
Persona 5 Royal,16,202210,PERSONA,01272,,,REMASTER,1267,,
Persona 5 Royal,40,202210,PERSONA,01273,,,REMASTER,1267,,
Persona 5 Royal,42,202210,PERSONA,01274,,,REMASTER,1267,,
Persona 5 Strikers,17,202002,PERSONA,01275,,,,,,
Persona 5 Strikers,15,202002,PERSONA,01276,,,,,,
Persona 5 Strikers,32,202102,PERSONA,01277,,,,,,
Persona 5: Dancing in Starlight,15,201805,PERSONA,01278,,,,,,
Persona 5: Dancing in Starlight,20,201805,PERSONA,01279,,,,,,
Persona Q: Shadow of the Labyrinth,11,201406,PERSONA,01280,,,,,,
Persona Q2: New Cinema Labyrinth,11,201811,PERSONA,01281,,,,,,
Personal Trainer: Cooking,07,,,01282,,,,,,
Personal Trainer: Math,07,,,01283,,,,,,
Personal Trainer: Walking,07,,,01284,,,,,,
Phantasy Star Collection,08,,,01285,,,,,,
Phantasy Star Online Episode I & II,04,,,01286,,,,,,
Phantasy Star Online Episode III: C.A.R.D. Revolution,04,,,01287,,,,,,
Phantasy Star Zero,07,,,01288,,,,,,
Phoenix Wright: Ace Attorney,07,,ACE_ATTORNEY,01289,,,,,,
Phoenix Wright: Ace Attorney - Dual Destinies,11,,ACE_ATTORNEY,01290,,,,,,
Phoenix Wright: Ace Attorney - Justice for All,07,,ACE_ATTORNEY,01291,,,,,,
Phoenix Wright: Ace Attorney - Spirit of Justice,11,,ACE_ATTORNEY,01292,,,,,,
Phoenix Wright: Ace Attorney - Trials and Tribulations,07,,ACE_ATTORNEY,01293,,,,,,
Phoenix Wright: Ace Attorney Trilogy,11,,ACE_ATTORNEY,01294,,,,,,
Picross 2,09,,,01295,,,,,,
Picross 3D,07,,,01296,,,,,,
Picross 3D: Round 2,11,,,01297,,,,,,
Picross DS,07,,,01298,,,,,,
Picross e,11,,,01299,,,,,,
Picross e2,11,,,01300,,,,,,
Picross e3,11,,,01301,,,,,,
Picross e4,11,,,01302,,,,,,
Picross e5,11,,,01303,,,,,,
Picross e6,11,,,01304,,,,,,
Picross e7,11,,,01305,,,,,,
Picross e8,11,,,01306,,,,,,
Picross e9,11,,,01307,,,,,,
Picross NP Vol. 1,02,,,01308,,,,,,
Picross NP Vol. 2,02,,,01309,,,,,,
Picross NP Vol. 3,02,,,01310,,,,,,
Picross NP Vol. 4,02,,,01311,,,,,,
Picross NP Vol. 5,02,,,01312,,,,,,
Picross NP Vol. 6,02,,,01313,,,,,,
Picross NP Vol. 7,02,,,01314,,,,,,
Picross NP Vol. 8,02,,,01315,,,,,,
Pikmin,04,,,01316,,,,,,
Pikmin 2,04,,,01317,,,,,,
Pilotwings,02,,,01318,,,,,,
Pilotwings 64,03,,,01319,,,,,,
Pilotwings Resort,11,,,01320,,,,,,
Pinball,01,,,01321,,,,,,
Pitfall: The Big Adventure,05,,,01322,,,,,,
Pitfall: The Lost Expedition,08,,,01323,,,,,,
Pitfall: The Mayan Adventure,02,,,01324,,,,,,
Pitfall: The Mayan Adventure,08,,,01325,,,,,,
Plants vs. Zombies,07,,,01326,,,,,,
Pocket Bomberman,10,,,01327,,,,,,
Pocket Monsters Stadium,03,199808,POKEMON,01328,,,,,jp,
Pokemon Alpha Sapphire,11,201411,POKEMON,01329,,,REMAKE,1375,,
Pokemon Art Academy,11,201406,ART_ACADEMY,01330,,,,,,
Pokemon Battle Revolution,05,200612,POKEMON,01331,,,,,,
Pokemon Battle Trozei!,11,201403,POKEMON,01332,,,,,,
Pokemon Black,07,201009,POKEMON,01333,,,,,,
Pokemon Black 2,07,201206,POKEMON,01334,,,,,,Pokemon Black
Pokemon Blue,09,199602,POKEMON,01335,,,,,,
Pokemon Box: Ruby and Sapphire,04,200305,POKEMON,01336,,,,,,
Pokemon Channel,04,200307,POKEMON,01337,,,,,,
Pokemon Colosseum,04,200311,POKEMON,01338,,,,,,
Pokemon Conquest,07,201203,POKEMON,01339,,,,,,
Pokemon Crystal,10,200012,POKEMON,01340,,,,,,
Pokemon Dash,07,200412,POKEMON,01341,,,,,,
Pokemon Diamond,07,200609,POKEMON,01342,,,,,,
Pokemon Emerald,08,200409,POKEMON,01343,,,,,,
Pokemon FireRed,08,200401,POKEMON,01344,,,REMAKE,Pokemon Red,,
Pokemon Gold,10,199911,POKEMON,01345,,,,,,
Pokemon HeartGold,07,200909,POKEMON,01346,,,REMAKE,Pokemon Gold,,
Pokemon LeafGreen,08,200401,POKEMON,01347,,,REMAKE,Pokemon Blue,,
Pokemon Let's Go Pikachu,17,201811,POKEMON,01348,,,REMAKE,Pokemon Yellow,,
Pokemon Let's Go Eevee,17,201811,POKEMON,01349,,,REMAKE,Pokemon Yellow,,
Pokemon Moon,11,201611,POKEMON,01350,,,,,,
Pokemon Mystery Dungeon: Blue Rescue Team,07,200511,POKEMON,01351,,,,,,
Pokemon Mystery Dungeon: Explorers of Sky,07,200904,POKEMON,01352,,,REMAKE,Pokemon Mystery Dungeon: Explorers of Time & Darkness,,
Pokemon Mystery Dungeon: Explorers of Time & Darkness,07,200709,POKEMON,01353,,,,,,
Pokemon Mystery Dungeon: Adventure Team,50,200908,POKEMON,01354,,,,,jp,
Pokemon Mystery Dungeon: Gates to Infinity,11,20121123,POKEMON,01355,,,,,,
Pokemon Mystery Dungeon: Red Rescue Team,08,200511,POKEMON,01356,,,,,,
Pokemon Mystery Dungeon: Rescue Team DX,17,202003,POKEMON,01357,,,REMAKE,Pokemon Mystery Dungeon: Blue Rescue Team,,
Pokemon Omega Ruby,11,201411,POKEMON,01358,,,REMAKE,Pokemon Ruby,,
Pokemon Pearl,07,200609,POKEMON,01359,,,,,,
Pokemon Picross,11,201512,POKEMON,01360,,,,,,
Pokemon Pinball,10,199904,POKEMON,01361,,,,,,
Pokemon Pinball: Ruby and Sapphire,08,200308,POKEMON,01362,,,,,,
Pokemon Platinum,07,200809,POKEMON,01363,,,,,,
Pokemon Puzzle Challenge,10,200009,POKEMON,01364,,,,,,
Pokemon Puzzle League,03,200009,POKEMON,01365,,,,,,
Pokemon Ranger,07,200603,POKEMON,01366,,,,,,
Pokemon Ranger: Guardian Signs,07,201003,POKEMON,01367,,,,,,
Pokemon Ranger: Shadows of Almia,07,200803,POKEMON,01368,,,,,,
Pokemon Red,09,199602,POKEMON,01369,,,,,,
Pokemon Ruby,08,200211,POKEMON,01370,,,,,,
Pokemon Rumble Blast,11,201108,POKEMON,01371,,,,,,
Pokemon Rumble World,11,201604,POKEMON,01372,,,,,,
Pokemon Rumble U,18,201304,POKEMON,01373,,,,,,
Pokemon Rumble,50,200906,POKEMON,01374,,,,,,
Pokemon Sapphire,08,200211,POKEMON,01375,,,,,,
Pokemon Shuffle,11,201502,POKEMON,01376,,,,,,
Pokemon Silver,10,199911,POKEMON,01377,,,,,,
Pokemon Snap,03,199903,POKEMON,01378,,,,,,
Pokemon SoulSilver,07,200909,POKEMON,01379,,,REMAKE,Pokemon Silver,,
Pokemon Stadium,03,199904,POKEMON,01380,,,,,,
Pokemon Stadium 2,03,200012,POKEMON,01381,,,,,,
Pokemon Sun,11,201611,POKEMON,01382,,,,,,
Pokemon Super Mystery Dungeon,11,201509,POKEMON,01383,,,,,,
Pokemon Sword,17,201911,POKEMON,01384,,,,,,
Pokemon Brilliant Diamond,17,202111,POKEMON,01385,,,REMAKE,Pokemon Diamond,,
Pokemon Legends Arceus,17,202201,POKEMON,01386,,,,,,
Pokemon Scarlet,17,202211,POKEMON,01387,,,,,,
Pokemon Violet,17,202211,POKEMON,01388,,,,,,
