GAME_TITLE,CONSOLE_NUM,DATE_FIRST_RELEASED,GAME_SERIES,ID,CUSTOM,CUSTOM_NAME,REMAKE_RMSTR_RRLSE,REMAKE_RMSTR_RRLSE NAME,REGION,DIRECT_SEQUEL
Double Dragon 3: The Arcade Game,09,,,00449,,,,,,
Double Dragon Advance,08,,,00450,,,,,,
Double Dragon II,09,,,00451,,,,,,
Double Dragon II: The Revenge,01,,,00452,,,,,,
Double Dragon III: The Sacred Stones,01,,,00453,,,,,,
Double Dragon V: The Shadow Falls,02,,,00454,,,,,,
Dr Kawashima's Brain Training for Nintendo Switch,17,201912,BRAIN_AGE,00455,,,,,,
Dr. Jekyll and Mr. Hyde,01,,,00456,,,,,,
Dr. Mario,01,199007,DR_MARIO,00457,,,,,,
Dr. Mario,09,199007,DR_MARIO,00458,,,,,,
Dr. Mario & Puzzle League,08,200509,DR_MARIO,00459,,,,,,
Dr. Mario Online Rx,50,200803,DR_MARIO,02202,,,,,,
Dr. Mario Express,47,200812,DR_MARIO,02203,,,,,,
Dr. Luigi,18,201312,DR_MARIO,02204,,,,,,
Dr. Mario 64,03,200104,DR_MARIO,00460,,,,,na,
Dr. Mario: Miracle Cure,11,201505,DR_MARIO,02205,,,,,,
Dr. Robotnik's Mean Bean Machine,21,,SONIC,00462,,,,,,
Dr. Robotnik's Mean Bean Machine,22,,SONIC,00463,,,,,,
Dr. Robotnik's Mean Bean Machine,27,,SONIC,00464,,,,,,
Dragon Ball Z: Budokai,04,,,00465,,,,,,
Dragon Ball Z: Budokai 2,04,,,00466,,,,,,
Dragon Ball Z: Budokai Tenkaichi 2,05,,,00467,,,,,,
Dragon Ball Z: Budokai Tenkaichi 3,05,,,00468,,,,,,
Dragon Quest Heroes: Rocket Slime,07,,,00469,,,,,,
Dragon Quest IV: Chapters of the Chosen,07,,,00470,,,,,,
Dragon Quest IX: Sentinels of the Starry Skies,07,,,00471,,,,,,
Dragon Quest Monsters: Joker,07,,,00472,,,,,,
Dragon Quest Monsters: Joker 2,07,,,00473,,,,,,
Dragon Quest Monsters: Joker 3,11,,,00474,,,,,,
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,05,,,00475,,,,,,
Dragon Quest V,02,,,00476,,,,,,
Dragon Quest V: Hand of the Heavenly Bride,07,,,00477,,,,,,
Dragon Quest VI,02,,,00478,,,,,,
Dragon Quest VI: Realms of Revelation,07,,,00479,,,,,,
Dragon Quest VII,11,,,00480,,,,,,
Dragon Quest VII,12,,,00481,,,,,,
Dragon Quest VIII,11,,,00482,,,,,,
Dragon Warrior,01,,,00483,,,,,,
Dragon Warrior II,01,,,00484,,,,,,
Dragon Warrior III,01,,,00485,,,,,,
Dragon Warrior IV,01,,,00486,,,,,,
Dragon Warrior Monsters,10,,,00487,,,,,,
Drawn to Life,07,,,00488,,,,,,
Drawn to Life: The Next Chapter,05,,,00489,,,,,,
Drawn to Life: The Next Chapter,07,,,00490,,,,,,
Drill Dozer,08,,,00491,,,,,,
Driver,12,,,00492,,,,,,
Duck Hunt,01,,,00493,,,,,,
DuckTales,01,,,00494,,,,,,
DuckTales,09,,,00495,,,,,,
DuckTales 2,01,,,00496,,,,,,
DuckTales 2,09,,,00497,,,,,,
Duke Nukem,10,,,00498,,,,,,
Duke Nukem,12,,,00499,,,,,,
Duke Nukem 64,03,,,00500,,,,,,
Duke Nukem Advance,08,,,00501,,,,,,
Duke Nukem: Land of the Babes,12,,,00502,,,,,,
Duke Nukem: Time to Kill,12,,,00503,,,,,,
Duke Nukem: Zero Hour,03,,,00504,,,,,,
Dynasty Warriors,12,,,00505,,,,,,
Dynasty Warriors Advance,08,,,00506,,,,,,
Dynasty Warriors DS: Fighter's Battle,07,,,00507,,,,,,
EarthBound,02,199408,MOTHER,00508,,,,,,
Earthworm Jim,02,,,00509,,,,,,
Earthworm Jim,08,,,00510,,,,,,
Earthworm Jim 2,02,,,00511,,,,,,
Earthworm Jim 2,08,,,00512,,,,,,
Earthworm Jim 3D,03,,,00513,,,,,,
Elebits,05,,,00514,,,,,,
Elebits: The Adventures of Kai and Zero,07,,,00515,,,,,,
Elite Beat Agents,07,,,00516,,,,,,
Endless Ocean,05,,,00517,,,,,,
Endless Ocean: Blue World,05,,,00518,,,,,,
Epic Mickey,05,,,00519,,,,,,
Epic Mickey 2: The Power of Two,05,,,00520,,,,,,
Eternal Darkness: Sanity's Requiem,04,,,00521,,,,,,
Etrian Mystery Dungeon,11,,,00522,,,,,,
Etrian Mystery Dungeon 2,11,,,00523,,,,,,
Etrian Odyssey,07,,,00524,,,,,,
Etrian Odyssey II: Heroes of Lagaard,07,,,00525,,,,,,
Etrian Odyssey III: The Drowned City,07,,,00526,,,,,,
Etrian Odyssey IV: Legends of the Titan,11,,,00527,,,,,,
Etrian Odyssey Nexus,11,,,00528,,,,,,
Etrian Odyssey Untold 2: The Fafnir Knight,11,,,00529,,,,,,
Etrian Odyssey Untold: The Millennium Girl,11,,,00530,,,,,,
Etrian Odyssey V: Beyond the Myth,11,,,00531,,,,,,
Ever Oasis,11,,,00532,,,,,,
Excite Truck,05,200611,EXCITE,00533,,,,,,
Excitebike,01,198411,EXCITE,00534,,,,,,
Excitebike 64,03,200004,EXCITE,00535,,,,,,
Excitebots: Trick Racing,05,200904,EXCITE,00536,,,,,,
Excitebike: World Rally,50,200911,EXCITE,02206,,,,,,
F-1 Race,09,,,00537,,,,,,
F-Zero,02,199011,F_ZERO,00538,,,,,,
F-Zero GX,04,200307,F_ZERO,00539,,,,,,
F-Zero X,03,199807,F_ZERO,00540,,,,,,
F-Zero: Climax,08,200410,F_ZERO,00541,,,,,jp,
F-Zero: GP Legend,08,2003_11,F_ZERO,00542,,,,,,
F-Zero: Maximum Velocity,08,200103,F_ZERO,00543,,,,,,
Fantasy Life,11,,,00544,,,,,,
Far Cry Vengeance,05,,,00545,,,,,,
Fatal Frame: Mask of the Lunar Eclipse,05,,,00546,,,,,,
Fatal Fury,02,,,00547,,,,,,
Fatal Fury 2,02,,,00548,,,,,,
Faxanadu,01,,,00549,,,,,,
Feel the Magic: XY/XX,07,,,00550,,,,,,
Final Doom,12,,,00551,,,,,,
Final Fantasy,01,198712,FINAL_FANTASY,00552,,,,,,
Final Fantasy Adventure,09,199106,MANA,00553,,,,,,
Final Fantasy Crystal Chronicles: Echoes of Time,05,,,00554,,,,,,
Final Fantasy Crystal Chronicles: Echoes of Time,07,,,00555,,,,,,
Final Fantasy Crystal Chronicles: Ring of Fates,07,,,00556,,,,,,
Final Fantasy Crystal Chronicles: The Crystal Bearers,05,,,00557,,,,,,
Final Fantasy Explorers,11,,,00558,,,,,,
Final Fantasy Fables: Chocobo Tales,07,,,00559,,,,,,
Final Fantasy Fables: Chocobo's Dungeon,05,,,00560,,,,,,
Final Fantasy I & II: Dawn of Souls,08,,,00561,,,,,,
Final Fantasy III,07,,,00562,,,,,,
Final Fantasy IV,02,,,00563,,,,,,
Final Fantasy IV,07,,,00564,,,,,,
Final Fantasy IV Advance,08,,,00565,,,,,,
Final Fantasy IX,12,,,00566,,,,,,
Final Fantasy Legend II,09,,,00567,,,,,,
Final Fantasy Legend III,09,,,00568,,,,,,
Final Fantasy Mystic Quest,02,,,00569,,,,,,
Final Fantasy Origins,12,,,00570,,,,,,
Final Fantasy Tactics,12,,,00571,,,,,,
Final Fantasy Tactics A2: Grimoire of the Rift,07,,,00572,,,,,,
Final Fantasy Tactics Advance,08,,,00573,,,,,,
Final Fantasy V,02,,,00574,,,,,,
Crisis Core: Final Fantasy VII,19,,,00575,,,,,,
Final Fantasy V Advance,08,,,00576,,,,,,
Final Fantasy VI,02,,,00577,,,,,,
Final Fantasy VI,12,,,00578,,,,,,
Final Fantasy (PSP),19,200704,FINAL_FANTASY,00579,,,REMAKE,552,,
Final Fantasy II,19,,,00580,,,,,,
Final Fantasy III,19,,,00581,,,,,,
Final Fantasy IV: The Complete Collection,19,,,00582,,,,,,
Final Fantasy Tactics: The War of the Lions,19,,,00583,,,,,,
Final Fantasy VI Advance,08,,,00584,,,,,,
Final Fantasy VII,12,,,00585,,,,,,
Final Fantasy VIII,12,,,00586,,,,,,
Final Fantasy XII: Revenant Wings,07,,,00587,,,,,,
Final Fantasy: Crystal Chronicles,04,,,00588,,,,,,
Final Fantasy: The 4 Heroes of Light,07,,,00589,,,,,,
Final Fight,02,,,00590,,,,,,
Final Fight 2,02,,,00591,,,,,,
Final Fight 3,02,,,00592,,,,,,
Final Fight One,08,,,00593,,,,,,
Fire Emblem Awakening,11,201204,FIRE_EMBLEM,00594,,,,,,
Fire Emblem Echoes: Shadows of Valentia,11,201704,FIRE_EMBLEM,00595,,,REMAKE,02208,,
Fire Emblem Fates: Birthright,11,201506,FIRE_EMBLEM,00596,,,,,,
Fire Emblem Fates: Conquest,11,201506,FIRE_EMBLEM,00597,,,,,,
Fire Emblem Fates: Revelation,11,,,00598,,,,,,
Fire Emblem Warriors,11,201709,FIRE_EMBLEM,00599,,,,,,
Fire Emblem Warriors,17,201709,FIRE_EMBLEM,02211,,,,,,
Fire Emblem Warriors: Three Hopes,17,202206,FIRE_EMBLEM,02212,,,,,,
Fire Emblem: Geanology of the Holy War,02,199605,FIRE_EMBLEM,00600,,,,,jp,
Fire Emblem: Mystery of the Emblem,02,199401,FIRE_EMBLEM,00601,,,,,jp,
Fire Emblem: New Mystery of the Emblem,07,201007,FIRE_EMBLEM,00602,,,REMAKE,00601,jp,
Fire Emblem: Path of Radiance,04,200504,FIRE_EMBLEM,00603,,,,,,
Fire Emblem: Radiant Dawn,05,200702,FIRE_EMBLEM,00604,,,,,,
Fire Emblem: Shadow Dragon and the Blade of Light,01,199004,FIRE_EMBLEM,02207,,,,,jp,
Fire Emblem Gaiden,01,199203,FIRE_EMBLEM,02208,,,,,jp,
Fire Emblem: Shadow Dragon,07,200808,FIRE_EMBLEM,00605,,,REMAKE,02207,,
Fire Emblem: The Binding Blade,08,200203,FIRE_EMBLEM,00606,,,,,jp,
Fire Emblem: The Blazing Blade,08,200304,FIRE_EMBLEM,00607,,,,,,
Fire Emblem: The Sacred Stones,08,200410,FIRE_EMBLEM,00608,,,,,,
Fire Emblem: Three Houses,17,201907,FIRE_EMBLEM,02209,,,,,,
Fire Emblem Engage,17,202301,FIRE_EMBLEM,02210,,,,,,
Fire Emblem: Thracia 776,02,199909,FIRE_EMBLEM,00609,,,,,jp,
Fire n Ice,01,,,00610,,,,,,
FlingSmash,05,,,00611,,,,,,
Fluidity,50,201012,FLUIDITY,02213,,,,,,
Fluidity: Spin Cycle,11,201212,FLUIDITY,00612,,,,,,
Fortune Street,05,,,00613,,,,,,
Fossil Fighters,07,200804,FOSSIL_FIGHTERS,00614,,,,,,
Fossil Fighters: Champions,07,201011,FOSSIL_FIGHTERS,00615,,,,,,
Fossil Fighters: Frontier,11,201402,FOSSIL_FIGHTERS,00616,,,,,,
Fragile Dreams: Farewell Ruins of the Moon,05,,,00617,,,,,,
Freshly-Picked Tingle's Rosy Rupeeland,07,,ZELDA,00618,,,,,,
Frogger,02,,,00619,,,,,,
Frogger,12,,,00620,,,,,,
Frogger 3D,11,,,00621,,,,,,
Frogger Advance: The Great Quest,08,,,00622,,,,,,
Frogger's Adventures: Temple of the Frog,08,,,00623,,,,,,
Frogger's Journey: The Forgotten Relic,08,,,00624,,,,,,
Front Mission,02,,,00625,,,,,,
Front Mission,07,,,00626,,,,,,
Front Mission 1st,12,,,00627,,,,,,
Front Mission 2,12,,,00628,,,,,,
Front Mission 2089: Border of Madness,07,,,00629,,,,,,
Front Mission 3,12,,,00630,,,,,,
Front Mission Series: Gun Hazard,02,,,00631,,,,,,
Galactic Pinball,06,,,00632,,,,,,
Galaga: Demons of Death,01,,,00633,,,,,,
Game & Watch Collection,07,,,00634,,,,,,
Game & Watch Collection 2,07,,,00635,,,,,,
Game & Watch Gallery,09,,,00636,,,,,,
Game & Watch Gallery 2,10,,,00637,,,,,,
Game & Watch Gallery 3,10,,,00638,,,,,,
Game & Watch Gallery 4,08,,,00639,,,,,,
Gardening Mama,07,,,00640,,,,,,
Gardening Mama 2: Forest Friends,11,,,00641,,,,,,
Garfield Kart,11,,,00642,,,,,,
Gargoyle's Quest: Ghosts n Goblins,09,,,00643,,,,,,
Gargoyle’s Quest II: The Demon Darkness,01,,,00644,,,,,,
Geist,04,,,00645,,,,,,
Gex,12,,,00646,,,,,,
Gex 3: Deep Cover Gecko,03,,,00647,,,,,,
Gex 3: Deep Cover Gecko,12,,,00648,,,,,,
Gex 3: Deep Pocket Gecko,10,,,00649,,,,,,
Gex 64: Enter the Gecko,03,,,00650,,,,,,
Gex: Enter the Gecko,10,,,00651,,,,,,
Gex: Enter the Gecko,12,,,00652,,,,,,
Ghost Trick: Phantom Detective,07,,,00653,,,,,,
Ghosts 'n Goblins,10,,,00654,,,,,,
Ghosts n Goblins,01,,,00655,,,,,,
Glover,03,,,00656,,,,,,
Golden Sun,08,200108,GOLDEN_SUN,00657,,,,,,
Golden Sun: Dark Dawn,07,201010,GOLDEN_SUN,00658,,,,,,
Golden Sun: The Lost Age,08,200206,GOLDEN_SUN,00659,,,,,,
GoldenEye 007,03,,,00660,,,,,,
GoldenEye 007,05,,,00661,,,,,,
GoldenEye 007,07,,,00662,,,,,,
Golf,01,,,00663,,,,,,
Golf,06,,,00664,,,,,,
Golf,09,,,00665,,,,,,
Gradius,01,,,00666,,,,,,
Gradius Galaxies,08,,,00667,,,,,,
Gradius III,02,,,00668,,,,,,
Gradius: The Interstellar Assault,09,,,00669,,,,,,
Gran Turismo,12,,,00670,,,,,,
Gran Turismo 2,12,,,00671,,,,,,
Grand Theft Auto,10,,,00672,,,,,,
Grand Theft Auto 2,10,,,00673,,,,,,
Grand Theft Auto Advance,08,,,00674,,,,,,
Grand Theft Auto: Chinatown Wars,07,,,00675,,,,,,
Grandia,12,,,00676,,,,,,
Guilty Gear,12,,,00677,,,,,,
Guilty Gear Dust Strikers,07,,,00678,,,,,,
Guilty Gear X: Advance Edition,08,,,00679,,,,,,
Guilty Gear XX Accent Core,05,,,00680,,,,,,
Guitar Hero: On Tour,07,,,00681,,,,,,
Gumshoe,01,,,00682,,,,,,
Gunman Clive,11,,,00683,,,,,,
Gunman Clive 2,11,,,00684,,,,,,
Gunstar Super Heroes,08,,,00685,,,,,,
Gyromite,01,,,00686,,,,,,
Hamtaro: Ham-Ham Games,08,,,00687,,,,,,
Hamtaro: Ham-Ham Heartbreak,08,,,00688,,,,,,
Hamtaro: Ham-Hams Unite!,10,,,00689,,,,,,
Hamtaro: Rainbow Rescue,08,,,00690,,,,,,
Hamtaro: Tomodachi Daisakusen Dechu,10,,,00691,,,,,,
HarmoKnight,11,,,00692,,,,,,
Harvest Moon,02,199608,STORY_OF_SEASONS,00693,,,,,,
Harvest Moon 2 GBC,10,199908,STORY_OF_SEASONS,00694,,,,,,
Harvest Moon 3 GBC,10,,,00695,,,,,,
Harvest Moon 64,03,199902,STORY_OF_SEASONS,00696,,,,,,
Harvest Moon DS,07,,,00697,,,,,,
Harvest Moon DS Cute,07,,,00698,,,,,,
Harvest Moon DS: Grand Bazaar,07,,,00699,,,,,,
Harvest Moon DS: Island of Happiness,07,,,00700,,,,,,
Harvest Moon DS: Sunshine Islands,07,,,00701,,,,,,
Harvest Moon DS: The Tale of Two Towns,07,,,00702,,,,,,
Harvest Moon GB,09,199712,STORY_OF_SEASONS,00703,,,,,,
Harvest Moon GBC,10,199812,STORY_OF_SEASONS,00704,,,RERELEASE,703,,
Harvest Moon: A New Beginning,11,,,00705,,,,,,
Harvest Moon: A Wonderful Life,04,,,00706,,,,,,
Harvest Moon: Animal Parade,05,,,00707,,,,,,
Harvest Moon: Another Wonderful Life,04,,,00708,,,,,,
Harvest Moon: Back To Nature,12,199912,STORY_OF_SEASONS,00709,,,,,,
Harvest Moon: Back To Nature (PSP),19,200511,STORY_OF_SEASONS,00710,,,,,,
Harvest Moon: Frantic Farming,07,,,00711,,,,,,
Harvest Moon: Friends of Mineral Town,08,,,00712,,,,,,
Harvest Moon: Magical Melody,04,,,00713,,,,,,
Harvest Moon: Magical Melody,05,,,00714,,,,,,
Harvest Moon: More Friends of Mineral Town,08,,,00715,,,,,,
Harvest Moon: Skytree Village,11,,,00716,,,,,,
Harvest Moon: The Lost Valley,11,,,00717,,,,,,
Harvest Moon: The Tale of Two Towns,11,,,00718,,,,,,
Harvest Moon: The Tale of Two Towns+,11,,,00719,,,,,,
Harvest Moon: Tree of Tranquility,05,,,00720,,,,,,
Hatris,01,,,00721,,,,,,
Hatsune Miku and Future Stars: Project Mirai,11,,,00722,,,,,,
Hatsune Miku: Project Mirai 2,11,,,00723,,,,,,
Haunted Castle,54,,CASTLEVANIA,00724,,,,,,
Heroes of Mana,07,200703,MANA,00725,,,,,,
Heroes of Ruin,11,,,00726,,,,,,
Hexen,03,,,00727,,,,,,
Hey You Pikachu,03,199812,POKEMON,00728,,,,,,
Hey! Pikmin,11,,,00729,,,,,,
Hi Hamtaro! Little Hamsters Big Adventure,07,,,00730,,,,,,
Hitman 2: Silent Assassin,04,,,00731,,,,,,
Hogan’s Alley,01,,,00732,,,,,,
Hometown Story,11,,,00733,,,,,,
Hot Shots Golf,12,,,00734,,,,,,
Hot Shots Golf 2,12,,,00735,,,,,,
Hotel Dusk: Room 215,07,,,00736,,,,,,
Hyrule Warriors,18,,ZELDA,00737,,,,,,
Hyrule Warriors Legends,11,,ZELDA,00738,,,,,,
Hyrule Warriors: Age of Calamity,17,,ZELDA,00739,,,,,,
Hyrule Warriors: Definitive Edition,17,,ZELDA,00740,,,,,,
Ice Climber,01,,,00741,,,,,,
Ice Hockey,01,,,00742,,,,,,
Ikachan,11,,,00743,,,,,,
Ikaruga,04,,,00744,,,,,,
Illusion of Gaia,02,,,00745,,,,,,
Innsmouth no Yakata,06,,,00746,,,,,,
Izuna 2: The Unemployed Ninja Returns,07,,,00747,,,,,,
Izuna: Legend of the Unemployed Ninja,07,,,00748,,,,,,
Jack Bros,06,199509,MEGAMI_TENSEI,00749,,,,,,
Jet Force Gemini,03,,,00750,,,,,,
Jet Grind Radio,08,,,00751,,,,,,
Joe & Mac,01,,,00752,,,,,,
Joe & Mac,02,,,00753,,,,,,
Joe & Mac,09,,,00754,,,,,,
Joe & Mac 2: Lost in the Tropics,02,,,00755,,,,,,
Just Dance,05,,,00756,,,,,,
Just Dance 2,05,,,00757,,,,,,
Just Dance 2014,05,,,00758,,,,,,
Just Dance 2015,05,,,00759,,,,,,
Just Dance 2016,05,,,00760,,,,,,
Just Dance 2017,05,,,00761,,,,,,
Just Dance 2018,05,,,00762,,,,,,
Just Dance 2019,05,,,00763,,,,,,
Just Dance 2020,05,,,00764,,,,,,
Just Dance 3,05,,,00765,,,,,,
Just Dance 4,05,,,00766,,,,,,
Kid Dracula,09,,CASTLEVANIA,00767,,,,,,
Kid Icarus,01,198612,KID_ICARUS,00768,,,,,,
Kid Icarus: Of Myths and Monsters,09,199111,KID_ICARUS,00769,,,,,,
Kid Icarus: Uprising,11,201203,KID_ICARUS,00770,,,,,,
Killer Instinct,02,,,00771,,,,,,
Killer Instinct,09,,,00772,,,,,,
Killer Instinct Gold,03,,,00773,,,,,,
Killer7,04,,,00774,,,,,,
King's Field,12,,,00775,,,,,,
King's Field II,12,,,00776,,,,,,
King's Field III,12,,,00777,,,,,,
Kingdom Hearts 358/2 Days,07,,,00778,,,,,,
Kingdom Hearts 3D: Dream Drop Distance,11,,,00779,,,,,,
Kingdom Hearts Re:coded,07,,,00780,,,,,,
Kingdom Hearts: Chain of Memories,08,,,00781,,,,,,
Kirby 64: The Crystal Shards,03,200003,KIRBY,00782,,,,,,
Kirby Air Ride,04,200307,KIRBY,00783,,,,,,
Kirby and the Amazing Mirror,08,200404,KIRBY,00784,,,,,,
Kirby and the Forgotten Land,17,202203,KIRBY,00785,,,,,,
Kirby and the Rainbow Curse,18,201501,KIRBY,00786,,,,,,
Kirby Battle Royale,11,201711,KIRBY,00787,,,,,,
Kirby Fighters 2,17,202009,KIRBY,00788,,,,,,
Kirby Fighters Deluxe,11,,KIRBY,00789,,,,,,
Kirby Mass Attack,07,201108,KIRBY,00790,,,,,,
Kirby no Kirakira Kizzu,02,,KIRBY,00791,,,,,,
Kirby Star Allies,17,201803,KIRBY,00792,,,,,,
Kirby Super Star,02,199603,KIRBY,00793,,,,,,
Kirby Super Star Ultra,07,200809,KIRBY,00794,,,REMAKE,00793,,
Kirby Tilt 'n' Tumble,10,200008,KIRBY,00795,,,,,,
Kirby Canvas Curse,07,200503,KIRBY,00796,,,,,,
Kirby Nightmare in Dream Land,08,200210,KIRBY,00797,,,REMAKE,00801,,
Kirby Planet Robobot,11,201604,KIRBY,00798,,,,,,
Kirby Squeak Squad,07,200611,KIRBY,00799,,,,,,
Kirby Triple Deluxe,11,201401,KIRBY,00800,,,,,,
Kirby's Adventure,01,199303,KIRBY,00801,,,,,,
Kirby's Avalanche,02,199502,KIRBY,00802,,,,,,
Kirby's Block Ball,09,199512,KIRBY,00803,,,,,,
Kirby's Blowout Blast,11,,KIRBY,00804,,,,,,
Kirby's Dream Buffet,17,202208,KIRBY,00805,,,,,,
Kirby's Dream Collection,05,201207,KIRBY,00806,,,,,,
Kirby's Dream Course,02,199409,KIRBY,00807,,,,,,
Kirby's Dream Land,09,199204,KIRBY,00808,,,,,,
Kirby's Dream Land 2,09,199503,KIRBY,00809,,,,,,
Kirby's Dream Land 3,02,199803,KIRBY,00810,,,,,,
Kirby's Epic Yarn,05,201010,KIRBY,00811,,,,,,
Kirby's Extra Epic Yarn,11,201903,KIRBY,00812,,,REMASTER,00811,,
Kirby's Pinball Land,09,199311,KIRBY,00813,,,,,,
Kirby's Return to Dream Land,05,201110,KIRBY,00814,,,,,,
Kirby's Return to Dream Land Deluxe,17,202302,KIRBY,00815,,,REMAKE,00814,,
Kirby's Star Stacker,09,199707,KIRBY,00816,,,,,,
Kirby's Toy Box,36,199602,KIRBY,00817,,,,,jp,
Klonoa,05,,KLONOA,00818,,,,,,
Klonoa 2: Dream Champ Tournament,08,,KLONOA,00819,,,,,,
Klonoa 2: Lunatea's Veil,13,,KLONOA,00820,,,,,,
Klonoa Beach Volleyball,12,,KLONOA,00821,,,,,,
Klonoa Heroes: Densetsu no Star Medal,08,,KLONOA,00822,,,,,,
Klonoa Phantasy Reverie Series,15,,KLONOA,00823,,,,,,
Klonoa Phantasy Reverie Series,16,,KLONOA,00824,,,,,,
Klonoa Phantasy Reverie Series,17,,KLONOA,00825,,,,,,
Klonoa Phantasy Reverie Series,32,,KLONOA,00826,,,,,,
Klonoa Phantasy Reverie Series,40,,KLONOA,00827,,,,,,
Klonoa Phantasy Reverie Series,42,,KLONOA,00828,,,,,,
Klonoa: Door to Phantomile,12,,KLONOA,00829,,,,,,
Klonoa: Empire of Dreams,08,,KLONOA,00830,,,,,,
Klonoa: Moonlight Museum,48,,KLONOA,00831,,,,,,
Knuckles' Chaotix,24,,SONIC,00832,,,,,,
Konami Krazy Racers,08,,,00833,,,,,,
Kung Fu,01,,,00834,,,,,,
Kuru Kuru Kururin,08,,,00835,,,,,,
Kururin Paradise,08,,,00836,,,,,,
Layton’s Mystery Journey: Katrielle and the Millionaires’ Conspiracy,11,,,00837,,,,,,
Learn with Pokemon: Typing Adventure,07,,,00838,,,,,,
Legacy of Kain: Blood Omen,12,,,00839,,,,,,
Legacy of Kain: Soul Reaver,12,,,00840,,,,,,
Legend of Mana,12,199907,MANA,00841,,,,,,
Legend of Mana,32,202106,MANA,00842,,,,,,
Legend of Mana,17,202106,MANA,00843,,,,,,
Legend of Mana,15,202106,MANA,00844,,,,,,
Lego Batman 2: DC Super Heroes,05,,,00845,,,,,,
Lego Batman 2: DC Super Heroes,11,,,00846,,,,,,
Lego Batman 3: Beyond Gotham,11,,,00847,,,,,,
Lego Batman: The Video Game,07,,,00848,,,,,,
Lego Batman: The Videogame,05,,,00849,,,,,,
Lego City Undercover: The Chase Begins,11,,,00850,,,,,,
Lego Harry Potter: Years 1-4,05,,,00851,,,,,,
Lego Harry Potter: Years 1-4,07,,,00852,,,,,,
Lego Harry Potter: Years 5-7,05,,,00853,,,,,,
Lego Harry Potter: Years 5-7,07,,,00854,,,,,,
Lego Harry Potter: Years 5–7,11,,,00855,,,,,,
Lego Indiana Jones 2: The Adventure Continues,05,,,00856,,,,,,
Lego Indiana Jones 2: The Adventure Continues,07,,,00857,,,,,,
Lego Indiana Jones: The Original Adventures,05,,,00858,,,,,,
Lego Indiana Jones: The Original Adventures,07,,,00859,,,,,,
Lego Star Wars II: The Original Trilogy,07,,,00860,,,,,,
Lego Star Wars II: The Original Trilogy,08,,,00861,,,,,,
Lego Star Wars III: The Clone Wars,05,,,00862,,,,,,
Lego Star Wars III: The Clone Wars,07,,,00863,,,,,,
Lego Star Wars III: The Clone Wars,11,,,00864,,,,,,
Lego Star Wars: The Complete Saga,05,,,00865,,,,,,
Lego Star Wars: The Complete Saga,07,,,00866,,,,,,
Lego Star Wars: The Video Game,08,,,00867,,,,,,
Life Force,01,,,00868,,,,,,
Link: The Faces of Evil,38,,ZELDA,00869,,,,,,
Link's Crossbow Training,05,,ZELDA,00870,,,,,,
Little King's Story,05,,,00871,,,,,,
Live a Live,02,,,00872,,,,,,
Lost in Blue,07,,,00873,,,,,,
Lost in Blue 2,07,,,00874,,,,,,
Lost in Blue 3,07,,,00875,,,,,,
Lost in Blue: Shipwrecked,05,,,00876,,,,,,
Lufia & the Fortress of Doom,02,,,00877,,,,,,
Lufia II: Rise of the Sinistrals,02,,,00878,,,,,,
Lufia: Curse of the Sinistrals,07,,,00879,,,,,,
Lufia: The Legend Returns,10,,,00880,,,,,,
Luigi's Mansion,04,,,00881,,,,,,
Luigi's Mansion,11,,,00882,,,,,,
Luigi's Mansion: Dark Moon,11,,,00883,,,,,,
Luminous Arc,07,,,00884,,,,,,
Luminous Arc 2,07,,,00885,,,,,,
Luminous Arc 3,07,,,00886,,,,,,
Lunar Knights,07,,,00887,,,,,,
M&M's Adventure,05,,,00888,,,,,,
M&M's Beach Party,05,,,00889,,,,,,
M&M's Kart Racing,05,,,00890,,,,,,
M&M's Kart Racing,07,,,00891,,,,,,
Mach Rider,01,,,00892,,,,,,
MadWorld,05,,,00893,,,,,,
Majin Tensei,02,,,00894,,,,,,
Majin Tensei II: Spiral Nemesis,02,,,00895,,,,,,
Manhunt 2,05,,,00896,,,,,,
Mario & Luigi: Bowser's Inside Story,07,,,00897,,,,,,
Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,11,,,00898,,,,,,
Mario & Luigi: Dream Team,11,,,00899,,,,,,
Mario & Luigi: Paper Jam,11,,,00900,,,,,,
Mario & Luigi: Partners in Time,07,,,00901,,,,,,
Mario & Luigi: Superstar Saga,08,,,00902,,,,,,
Mario & Luigi: Superstar Saga + Bowser's Minions,11,,,00903,,,,,,
Mario & Sonic at the London 2012 Olympic Games,05,,,00904,,,,,,
Mario & Sonic at the London 2012 Olympic Games,11,,,00905,,,,,,
Mario & Sonic at the Olympic Games,05,,,00906,,,,,,
Mario & Sonic at the Olympic Games,07,,,00907,,,,,,
Mario & Sonic at the Olympic Winter Games,05,,,00908,,,,,,
Mario & Sonic at the Olympic Winter Games,07,,,00909,,,,,,
Mario & Sonic at the Rio 2016 Olympic Games,11,,,00910,,,,,,
Mario & Wario,02,,,00911,,,,,,
Mario and Donkey Kong: Minis on the Move,11,,,00912,,,,,,
Mario Bros.,01,,,00913,,,,,,
Mario Clash,06,,,00914,,,,,,
Mario Golf,03,,,00915,,,,,,
Mario Golf,10,,,00916,,,,,,
Mario Golf: Advance Tour,08,,,00917,,,,,,
Mario Golf: Toadstool Tour,04,,,00918,,,,,,
